98.0,	26.0,	13.9,	3434.0
97.0,	25.7,	14.8,	2853.0
97.0,	25.8,	13.9,	3204.0
96.0,	25.4,	14.6,	3280.0
96.0,	25.6,	14.3,	2979.0
95.0,	25.6,	14.1,	2746.0
95.0,	25.3,	14.4,	2853.0
94.0,	25.1,	14.2,	2980.0
94.0,	25.1,	14.4,	2925.0
93.0,	24.8,	14.5,	2956.0
93.0,	25.1,	14.3,	2534.0
91.0,	26.5,	13.6,	966.0
91.0,	25.0,	13.6,	2537.0
91.0,	24.8,	13.6,	2995.0
90.0,	24.8,	14.2,	2248.0
90.0,	24.9,	13.6,	2449.0
89.0,	24.6,	13.1,	3279.0
89.0,	24.7,	13.1,	2965.0
89.0,	26.0,	13.0,	1158.0
89.0,	24.4,	13.3,	3074.0
89.0,	25.0,	14.0,	1555.0
88.0,	25.0,	13.4,	1821.0
88.0,	24.1,	13.5,	3207.0
88.0,	24.7,	13.7,	1992.0
88.0,	25.1,	12.3,	2434.0
87.0,	23.9,	13.2,	3702.0
87.0,	24.5,	14.6,	1333.0
87.0,	24.8,	13.9,	1379.0
87.0,	24.7,	12.4,	2381.0
87.0,	25.3,	13.0,	1307.0
86.0,	24.6,	12.4,	2308.0
85.0,	23.6,	13.3,	2993.0
85.0,	24.4,	13.7,	1437.0
85.0,	24.3,	12.7,	2221.0
85.0,	24.4,	13.3,	1657.0
84.0,	24.1,	14.0,	1438.0
84.0,	24.0,	13.3,	1860.0
84.0,	24.1,	14.0,	1324.0
84.0,	24.2,	13.9,	1284.0
83.0,	24.2,	13.7,	1256.0
83.0,	24.0,	13.9,	1338.0
83.0,	24.2,	13.2,	1363.0
82.0,	24.6,	12.6,	1262.0
82.0,	23.5,	12.0,	3253.0
82.0,	23.9,	14.1,	1208.0
82.0,	24.1,	13.1,	1347.0
82.0,	24.4,	13.4,	1013.0
82.0,	23.8,	14.1,	1235.0
82.0,	24.3,	12.8,	1385.0
82.0,	23.8,	11.8,	2786.0
82.0,	23.8,	12.1,	2340.0
82.0,	23.7,	14.1,	1162.0
81.0,	24.1,	13.2,	1131.0
81.0,	24.0,	11.7,	2293.0
81.0,	24.1,	13.4,	1016.0
81.0,	23.5,	12.2,	2290.0
80.0,	23.5,	12.2,	2303.0
80.0,	24.0,	12.0,	1663.0
80.0,	23.7,	13.4,	1216.0
80.0,	23.8,	12.7,	1347.0
80.0,	23.5,	13.9,	1167.0
80.0,	23.6,	13.6,	1106.0
80.0,	23.8,	13.3,	1121.0
80.0,	23.4,	13.8,	1164.0
80.0,	23.6,	13.7,	1078.0
80.0,	23.5,	13.6,	1183.0
79.0,	23.8,	13.0,	1089.0
79.0,	23.7,	11.9,	1815.0
79.0,	23.8,	12.2,	1415.0
79.0,	23.6,	13.2,	1135.0
79.0,	23.7,	12.3,	1431.0
79.0,	23.7,	12.9,	1135.0
79.0,	23.7,	13.0,	1120.0
79.0,	23.7,	13.0,	1129.0
79.0,	23.7,	13.1,	1087.0
79.0,	24.1,	13.5,	701.0
78.0,	23.6,	13.5,	972.0
78.0,	23.7,	13.1,	1018.0
78.0,	24.0,	13.2,	801.0
78.0,	24.7,	12.7,	574.0
78.0,	23.4,	12.7,	1320.0
78.0,	23.7,	12.8,	1068.0
78.0,	23.6,	13.0,	1015.0
78.0,	23.7,	13.1,	910.0
78.0,	23.5,	13.0,	1061.0
77.0,	23.6,	12.7,	1079.0
77.0,	24.7,	12.5,	538.0
77.0,	24.2,	12.9,	622.0
76.0,	23.6,	12.7,	942.0
76.0,	23.9,	12.2,	824.0
76.0,	23.5,	12.4,	1014.0
75.0,	24.2,	12.5,	532.0
75.0,	23.4,	13.0,	785.0
75.0,	23.0,	12.7,	1082.0
75.0,	23.4,	12.9,	785.0
75.0,	23.5,	12.6,	806.0
75.0,	23.3,	12.9,	799.0
75.0,	23.4,	12.3,	910.0
75.0,	23.4,	12.3,	908.0
74.0,	23.4,	12.6,	717.0
74.0,	23.3,	12.7,	763.0
74.0,	23.3,	11.3,	1480.0
74.0,	23.2,	12.8,	791.0
74.0,	23.3,	12.5,	753.0
74.0,	22.8,	12.5,	1067.0
74.0,	22.8,	12.0,	1320.0
73.0,	23.1,	12.5,	842.0
73.0,	22.9,	12.4,	1001.0
73.0,	23.0,	12.4,	896.0
73.0,	22.7,	12.3,	1114.0
73.0,	23.0,	12.5,	852.0
73.0,	23.0,	12.4,	816.0
73.0,	23.0,	12.7,	757.0
73.0,	22.7,	12.2,	1083.0
73.0,	22.7,	12.5,	977.0
72.0,	22.8,	12.4,	895.0
72.0,	22.8,	11.8,	1169.0
72.0,	22.8,	12.3,	884.0
72.0,	22.7,	12.5,	868.0
72.0,	22.8,	12.3,	889.0
72.0,	22.8,	12.5,	811.0
72.0,	22.7,	12.2,	932.0
72.0,	22.7,	12.4,	873.0
72.0,	22.9,	12.4,	755.0
72.0,	22.8,	12.4,	840.0
71.0,	22.8,	12.3,	826.0
71.0,	22.9,	12.6,	662.0
71.0,	22.7,	12.4,	812.0
71.0,	22.8,	12.5,	719.0
71.0,	22.7,	11.7,	1078.0
71.0,	22.7,	12.0,	919.0
71.0,	22.9,	11.1,	1368.0
71.0,	23.0,	12.7,	556.0
70.0,	23.0,	12.6,	531.0
70.0,	22.6,	12.0,	915.0
70.0,	22.9,	12.6,	562.0
70.0,	22.8,	12.6,	591.0
70.0,	23.1,	12.6,	472.0
70.0,	22.5,	12.3,	817.0
70.0,	23.0,	12.6,	506.0
70.0,	22.4,	11.8,	1082.0
70.0,	22.5,	12.2,	787.0
70.0,	22.6,	12.2,	718.0
69.0,	22.6,	12.6,	618.0
69.0,	22.9,	12.6,	474.0
69.0,	22.7,	11.7,	787.0
69.0,	22.2,	12.2,	796.0
69.0,	22.5,	11.7,	884.0
68.0,	22.5,	11.6,	926.0
68.0,	22.5,	11.6,	854.0
68.0,	23.1,	11.2,	714.0
68.0,	22.1,	12.0,	830.0
67.0,	22.3,	12.5,	553.0
67.0,	22.6,	11.8,	614.0
67.0,	22.5,	12.4,	483.0
67.0,	22.5,	11.3,	919.0
67.0,	22.4,	12.3,	495.0
67.0,	22.1,	12.0,	679.0
66.0,	22.3,	11.7,	660.0
66.0,	22.6,	12.4,	390.0
66.0,	22.3,	11.9,	581.0
66.0,	22.3,	11.2,	975.0
66.0,	22.6,	11.5,	615.0
66.0,	22.3,	11.1,	1003.0
66.0,	22.7,	11.6,	522.0
66.0,	22.2,	11.5,	813.0
66.0,	22.5,	11.5,	607.0
66.0,	21.9,	11.8,	807.0
66.0,	22.0,	11.7,	854.0
66.0,	22.0,	11.6,	807.0
66.0,	22.1,	11.5,	784.0
66.0,	22.1,	11.7,	721.0
66.0,	21.8,	11.8,	769.0
65.0,	22.9,	11.1,	639.0
65.0,	22.6,	11.5,	595.0
65.0,	21.6,	13.5,	448.0
65.0,	22.2,	11.4,	753.0
65.0,	22.1,	11.4,	855.0
65.0,	22.1,	11.5,	793.0
65.0,	22.1,	11.2,	827.0
65.0,	22.1,	12.0,	479.0
65.0,	22.5,	11.4,	562.0
64.0,	21.8,	11.6,	772.0
64.0,	23.4,	11.7,	245.0
64.0,	22.4,	11.5,	535.0
64.0,	22.4,	11.4,	561.0
64.0,	22.3,	11.5,	583.0
64.0,	22.1,	11.7,	517.0
64.0,	22.5,	11.4,	538.0
64.0,	21.6,	11.6,	772.0
64.0,	22.1,	11.3,	703.0
64.0,	22.4,	11.4,	513.0
63.0,	21.8,	11.3,	843.0
63.0,	22.4,	11.4,	516.0
63.0,	22.3,	11.4,	531.0
63.0,	21.9,	11.3,	724.0
63.0,	22.8,	10.8,	572.0
63.0,	21.8,	11.4,	696.0
63.0,	22.3,	11.3,	521.0
63.0,	21.4,	12.3,	521.0
63.0,	22.7,	10.8,	553.0
63.0,	21.8,	11.0,	954.0
63.0,	21.7,	11.5,	663.0
63.0,	21.5,	12.3,	495.0
62.0,	22.3,	11.1,	563.0
62.0,	21.9,	11.0,	755.0
62.0,	22.1,	11.0,	664.0
62.0,	21.7,	11.2,	722.0
62.0,	21.9,	11.0,	721.0
62.0,	22.6,	10.7,	563.0
62.0,	22.0,	10.9,	719.0
61.0,	21.7,	11.2,	681.0
61.0,	21.4,	11.6,	618.0
61.0,	22.1,	11.2,	524.0
61.0,	22.6,	10.6,	536.0
61.0,	22.0,	11.2,	476.0
61.0,	21.3,	11.5,	639.0
61.0,	21.9,	10.8,	692.0
60.0,	20.9,	13.5,	346.0
60.0,	21.8,	10.8,	637.0
60.0,	21.7,	10.8,	644.0
60.0,	21.2,	11.3,	655.0
59.0,	21.5,	10.8,	736.0
59.0,	21.1,	11.3,	663.0
59.0,	22.2,	10.9,	489.0
59.0,	22.1,	10.9,	476.0
58.0,	21.3,	11.1,	605.0
58.0,	21.2,	11.0,	613.0
58.0,	21.5,	10.8,	581.0
57.0,	21.1,	10.9,	571.0
56.0,	21.6,	10.5,	571.0
56.0,	21.6,	10.5,	519.0
56.0,	21.3,	11.9,	246.0
56.0,	21.4,	11.1,	397.0
56.0,	21.0,	11.0,	561.0
56.0,	21.5,	11.0,	372.0
56.0,	21.5,	10.4,	527.0
56.0,	21.0,	10.6,	667.0
56.0,	21.5,	10.5,	512.0
56.0,	21.5,	10.4,	505.0
55.0,	21.0,	10.8,	544.0
55.0,	20.8,	10.6,	703.0
55.0,	21.4,	10.4,	548.0
55.0,	21.3,	10.8,	429.0
55.0,	21.5,	10.3,	541.0
55.0,	20.9,	10.8,	560.0
55.0,	21.4,	10.2,	573.0
55.0,	21.3,	10.4,	530.0
55.0,	21.4,	10.4,	536.0
55.0,	21.3,	10.3,	536.0
54.0,	20.7,	11.9,	273.0
54.0,	21.3,	11.0,	346.0
54.0,	21.3,	10.8,	363.0
54.0,	21.0,	11.7,	230.0
54.0,	21.5,	10.1,	487.0
54.0,	21.2,	11.7,	200.0
54.0,	20.7,	10.6,	622.0
54.0,	21.0,	11.7,	213.0
54.0,	21.2,	10.3,	513.0
54.0,	21.2,	10.3,	506.0
53.0,	21.1,	11.7,	191.0
53.0,	21.2,	10.3,	493.0
53.0,	21.1,	10.3,	463.0
53.0,	20.8,	10.7,	426.0
52.0,	21.0,	10.3,	499.0
52.0,	20.8,	11.6,	211.0
52.0,	20.4,	11.0,	420.0
52.0,	20.8,	10.7,	384.0
52.0,	20.9,	10.3,	499.0
52.0,	20.9,	11.6,	193.0
52.0,	21.2,	10.0,	442.0
52.0,	21.2,	10.1,	411.0
51.0,	20.8,	10.1,	536.0
51.0,	21.1,	10.0,	494.0
51.0,	20.2,	10.9,	428.0
51.0,	20.7,	11.6,	179.0
50.0,	20.5,	11.3,	245.0
50.0,	20.2,	10.8,	403.0
50.0,	20.4,	10.3,	529.0
50.0,	20.4,	10.3,	529.0
50.0,	20.5,	10.0,	573.0
50.0,	20.6,	10.1,	459.0
50.0,	20.7,	11.7,	147.0
50.0,	20.7,	11.6,	153.0
49.0,	20.4,	11.3,	216.0
49.0,	21.1,	10.9,	183.0
49.0,	20.4,	11.2,	216.0
49.0,	20.4,	11.3,	208.0
49.0,	20.5,	11.2,	199.0
48.0,	20.0,	11.5,	209.0
48.0,	20.6,	11.2,	168.0
47.0,	20.4,	11.3,	153.0
47.0,	20.4,	11.2,	161.0
47.0,	20.3,	11.2,	179.0
47.0,	20.2,	11.1,	189.0
47.0,	20.4,	11.1,	169.0
46.0,	19.9,	11.5,	165.0
46.0,	20.2,	11.0,	185.0
44.0,	20.0,	11.2,	138.0
43.0,	19.6,	11.1,	177.0
41.0,	20.2,	10.4,	135.0
41.0,	19.4,	10.8,	171.0
41.0,	19.5,	10.9,	143.0
41.0,	19.6,	10.8,	132.0
41.0,	19.4,	10.7,	165.0
40.0,	19.4,	10.9,	132.0
40.0,	19.4,	10.8,	153.0
40.0,	18.9,	10.0,	352.0
40.0,	19.2,	11.1,	129.0
39.0,	19.2,	10.6,	158.0
39.0,	19.1,	10.8,	147.0
39.0,	19.6,	10.8,	94.0
39.0,	19.2,	10.8,	127.0
37.0,	19.1,	10.8,	114.0
37.0,	19.0,	10.0,	156.0
35.0,	19.0,	10.2,	129.0
35.0,	18.8,	10.1,	146.0
34.0,	18.8,	10.4,	117.0
